ID	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna
PSCT_00394	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00395	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00396	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00397	1	1	1	1	0	1	1	1	1	1	1	1	1
PSCT_00398	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00399	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00400	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00401	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00402	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00403	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00404	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00405	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00406	0	1	1	0	1	0	1	1	1	0	0	0	0
PSCT_00407	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00408	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00409	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00410	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00411	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00412	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00413	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00414	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00415	0	1	0	1	1	0	0	0	1	1	0	1	0
PSCT_00416	0	1	0	1	1	0	0	0	1	1	0	1	0
PSCT_00417	0	1	0	1	1	0	0	0	1	1	0	1	0
PSCT_00418	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00419	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00420	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00421	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00422	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00423	1	1	1	1	1	1	0	0	1	1	1	1	0
PSCT_00424	0	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00425	1	1	1	1	1	1	0	0	1	1	1	1	0
PSCT_00426	0	1	0	1	1	1	0	0	1	0	1	0	0
PSCT_00427	1	1	1	1	1	1	0	0	1	1	1	1	0
PSCT_00428	0	1	1	1	1	1	0	0	1	0	0	0	0
PSCT_00429	1	1	1	1	1	1	0	0	1	1	1	1	0
PSCT_00430	1	1	0	1	1	1	0	0	1	0	0	0	0
PSCT_00431	1	1	0	1	1	1	0	0	1	0	0	0	0
PSCT_00432	0	1	0	1	1	1	0	0	1	0	0	0	0
PSCT_00433	0	1	0	1	1	1	0	0	1	1	0	1	0
PSCT_00434	0	1	0	1	1	1	0	0	1	1	1	1	0
PSCT_00435	0	1	0	1	1	1	0	0	1	0	0	0	0
PSCT_00436	0	1	0	1	1	1	0	0	1	0	1	0	0
PSCT_00437	1	1	0	1	1	1	0	0	1	1	1	1	0
PSCT_00438	1	1	0	1	1	1	0	0	1	1	1	1	0
PSCT_00439	1	1	0	1	1	1	0	0	1	1	0	1	0
PSCT_00440	1	1	0	1	1	1	0	0	1	1	1	1	0
PSCT_00441	1	1	0	1	1	1	0	0	1	1	0	1	0
PSCT_00442	0	1	0	0	1	1	0	0	1	0	0	0	0
PSCT_00443	0	1	0	0	1	1	0	0	1	0	0	0	0
PSCT_00444	1	1	0	1	1	1	0	0	1	0	0	0	1
PSCT_00445	1	1	0	1	1	1	0	0	1	1	0	0	0
PSCT_00446	1	1	0	1	1	1	0	0	1	1	0	0	1
PSCT_00447	0	1	0	1	0	0	0	0	1	0	0	0	0
PSCT_00448	0	1	0	1	1	0	0	0	1	0	0	1	0
PSCT_00449	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00450	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00451	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00452	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00453	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00454	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00455	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00456	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00457	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00458	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00459	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00460	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00461	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00462	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00463	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00464	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00465	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00466	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00467	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00468	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00469	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00470	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00471	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00472	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00473	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00474	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00475	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00476	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00477	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00478	1	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_00479	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00480	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00481	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00482	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00483	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00484	1	0	1	1	1	1	1	1	1	1	0	1	1
PSCT_00485	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00486	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00487	1	1	1	1	1	1	0	1	1	1	0	1	0
PSCT_00488	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00489	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00490	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00491	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00492	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00493	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00494	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00495	0	1	1	1	1	1	0	1	1	1	0	0	0
PSCT_00496	0	1	1	1	1	1	0	1	1	0	0	0	0
PSCT_00497	0	1	1	1	1	1	0	1	1	1	0	0	0
PSCT_00498	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00499	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00500	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00501	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00502	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00503	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00504	0	0	0	1	0	0	0	0	1	0	0	0	1
PSCT_00505	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00506	0	1	1	1	1	0	1	1	1	1	1	0	1
PSCT_00507	0	1	0	1	0	0	0	1	1	1	0	0	1
PSCT_00508	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00509	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00510	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00511	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00512	0	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00513	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00514	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00515	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00516	0	1	1	1	0	1	1	1	1	0	0	0	0
PSCT_00517	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00518	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00519	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00520	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00521	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00522	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00523	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00524	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00525	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00526	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00527	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00528	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00529	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00530	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00531	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00532	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00533	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00534	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00535	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00536	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00537	0	1	0	1	0	0	0	1	1	0	0	0	0
PSCT_00538	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00539	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00540	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00541	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00542	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00543	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00544	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00545	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00546	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00547	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00548	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00549	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00550	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00551	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00552	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00553	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00554	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00555	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00556	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00557	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00558	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00559	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00560	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00561	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00562	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00563	1	1	1	1	0	1	1	1	1	1	1	1	1
PSCT_00564	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00565	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00566	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00567	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00568	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00569	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00570	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00571	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00572	0	1	0	1	0	0	0	1	1	0	0	0	0
PSCT_00573	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00574	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00575	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00576	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00577	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00578	0	1	1	0	1	1	1	0	1	0	0	0	0
PSCT_00579	1	1	0	1	0	0	0	1	1	0	0	0	1
PSCT_00580	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00581	0	1	1	1	1	1	0	1	1	0	0	1	0
PSCT_00582	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00583	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00584	0	0	0	0	0	0	0	0	1	0	0	0	0
PSCT_00585	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_00586	1	1	1	1	0	1	1	1	1	1	0	1	1
PSCT_00587	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00588	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00589	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00590	0	1	1	0	1	1	0	1	1	0	0	0	0
PSCT_00591	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00592	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00593	0	1	1	1	1	1	0	1	1	1	1	1	0
PSCT_00594	0	1	0	1	0	0	0	0	1	0	0	0	0
PSCT_00595	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00596	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00597	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00598	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00599	0	0	0	0	0	0	0	1	1	0	0	0	0
PSCT_00600	1	1	1	1	0	1	1	1	1	1	0	1	1
PSCT_00601	0	1	1	0	1	1	1	0	1	0	0	0	1
PSCT_00602	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00603	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00604	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00605	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00606	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00607	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00608	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00609	1	1	1	1	1	1	1	1	1	0	1	1	1
PSCT_00610	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00611	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00612	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00613	1	2	1	1	1	1	1	1	1	1	0	1	1
PSCT_00614	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00615	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00616	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00617	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00618	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00619	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00620	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00621	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00622	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00623	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00624	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00625	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00626	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_00627	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00628	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00629	0	1	1	1	1	1	0	1	1	0	0	0	0
PSCT_00630	0	1	1	1	1	0	1	1	1	0	0	0	0
PSCT_00631	0	1	0	0	1	0	0	0	1	0	1	1	0
PSCT_00632	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00633	0	1	0	0	1	0	0	0	1	0	1	1	0
PSCT_00634	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00635	0	1	0	0	1	0	0	0	1	0	1	1	0
PSCT_00636	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00637	0	1	0	0	1	0	0	0	1	0	1	1	0
PSCT_00638	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00639	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00640	0	1	0	0	1	0	0	0	1	0	0	1	0
PSCT_00641	0	1	0	0	1	0	0	0	1	0	0	0	0
PSCT_00642	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_00643	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00644	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00645	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00646	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00647	2	1	1	1	1	1	1	2	1	1	0	1	1
PSCT_00648	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00649	3	2	2	2	2	2	2	3	2	1	1	2	2
PSCT_00650	0	1	0	1	0	0	0	0	1	0	0	0	0
PSCT_00651	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00652	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00653	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00654	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00655	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00656	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00657	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00658	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00659	1	1	1	1	1	1	1	1	1	1	1	0	1
PSCT_00660	1	1	1	1	1	1	1	1	1	1	1	0	1
PSCT_00661	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00662	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00663	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00664	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00665	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00666	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00669	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00670	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00671	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00672	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00673	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00674	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00675	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00676	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00677	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00678	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00679	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00680	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00681	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00682	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00683	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00684	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00685	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00686	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00687	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00688	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00689	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00690	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00691	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00695	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00696	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00697	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00698	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00699	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00700	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00701	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00702	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00703	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00704	1	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00705	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00706	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00707	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00708	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00709	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00710	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00711	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00712	0	1	1	1	1	1	1	1	1	0	1	0	0
PSCT_00713	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00714	0	1	1	1	1	1	1	1	1	0	1	0	0
PSCT_00715	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00716	1	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00717	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00718	0	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00719	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00720	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00721	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00722	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00723	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00724	1	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00725	1	1	1	1	1	1	1	1	2	1	0	2	1
PSCT_00726	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00727	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00728	1	1	1	1	1	1	1	1	1	1	1	1	0
PSCT_00729	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00730	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_00731	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00732	0	1	1	0	1	1	1	1	1	0	0	1	0
PSCT_00733	0	2	0	1	0	0	0	1	1	0	0	2	1
PSCT_00734	0	2	0	1	0	0	0	1	1	0	0	2	1
PSCT_00735	0	1	0	1	1	1	1	1	1	0	0	1	0
PSCT_00736	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00737	0	1	1	0	1	1	1	1	1	0	0	0	0
PSCT_00738	0	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_00739	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_00740	0	1	1	0	0	1	1	1	1	0	0	0	0
PSCT_00741	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_00742	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00743	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00744	0	1	0	0	0	0	0	1	1	0	0	0	0
PSCT_00745	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00746	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00747	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00748	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00749	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00750	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00751	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00752	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00753	0	1	1	1	1	1	1	1	1	1	0	0	1
PSCT_00754	0	1	1	1	1	1	1	1	1	1	0	0	0
PSCT_00755	0	1	1	0	1	1	1	1	1	1	0	0	0
PSCT_00756	0	1	1	0	1	1	1	1	1	1	0	0	0
PSCT_00757	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00758	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00759	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00760	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00761	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00762	1	1	1	1	1	1	1	1	1	1	1	1	1
PSCT_00763	1	1	1	0	1	1	1	1	1	1	0	1	0
PSCT_00764	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00765	0	1	1	1	1	1	1	1	1	1	0	1	0
PSCT_00766	0	1	0	1	1	1	0	1	1	1	0	0	0
PSCT_00767	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00768	0	1	1	1	1	0	1	1	1	0	0	0	0
PSCT_00769	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00770	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00771	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00772	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00773	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00774	0	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00775	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00776	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00777	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00778	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00779	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00780	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00781	0	1	1	1	1	1	1	1	1	0	0	0	1
PSCT_00782	1	1	1	1	1	1	1	1	1	1	0	1	1
PSCT_00783	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00784	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00785	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00786	0	1	1	1	1	1	1	1	1	0	0	0	0
PSCT_00787	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00788	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00789	1	1	0	0	1	1	1	0	1	0	0	0	0
PSCT_00790	1	1	0	0	1	1	1	0	1	0	0	0	0
PSCT_00791	1	1	0	0	1	1	1	0	1	0	0	0	0
PSCT_00792	0	1	0	0	0	0	0	0	1	0	0	0	0
PSCT_00793	1	1	1	1	1	1	1	1	1	1	0	1	2
PSCT_00794	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00795	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00796	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00797	1	1	1	1	1	1	1	1	1	0	0	1	0
PSCT_00798	1	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00799	0	1	1	1	1	1	1	1	1	0	0	1	1
PSCT_00800	1	1	1	1	1	1	1	1	1	0	0	1	1
