ID	NC_017532.1.fna	NZ_CP007510.1.fna	NZ_CP007441.1.fna	NZ_CP007511.1.fna	NZ_CP011854.1.fna	NZ_CP015641.1.fna	NC_018028.1.fna	NC_019937.1.fna	NC_009434.1.fna	SAMD00059319_PSCT_BDJA01_FF.fna	NC_015740.1.fna	NC_019938.1.fna	NC_019936.1.fna	NC_019939.1.fna	NC_018177.1.fna	NZ_CP007509.1.fna	NC_009439.1.fna
PSCT_01022	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01023	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01024	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01025	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01026	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01027	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_01028	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0
PSCT_01029	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	0	0
PSCT_01030	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01031	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01032	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01033	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01034	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01035	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01036	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01037	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0
PSCT_01038	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01039	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01040	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01041	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01042	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01043	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01044	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01045	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01046	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01047	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01048	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01049	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01050	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01051	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1
PSCT_01052	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01053	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01054	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01055	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01056	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01057	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01058	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01059	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01060	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01061	2	0	3	2	2	3	3	0	2	3	2	0	3	0	2	3	2
PSCT_01063	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01064	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01065	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01066	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01067	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01068	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01069	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01070	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01071	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01072	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01073	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01074	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01075	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01076	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01077	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01078	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01079	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01080	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01081	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01082	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01083	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01084	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01085	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01086	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01087	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01088	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01089	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01090	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01091	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01092	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01093	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01094	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01095	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01096	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01097	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01098	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01099	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01100	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_01101	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01102	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01103	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01104	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01105	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01106	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01107	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01108	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01109	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01110	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01111	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01112	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01113	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01114	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01116	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01117	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01118	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01123	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01124	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
PSCT_01125	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01126	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01127	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01128	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01129	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01130	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01131	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01132	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01133	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01134	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01135	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
PSCT_01136	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
PSCT_01137	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_01138	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01139	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01140	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01141	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01142	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01143	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01144	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01145	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PSCT_01146	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01147	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01148	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01149	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01150	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01151	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01152	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01153	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01154	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01155	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01157	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01158	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01159	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01160	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01161	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01162	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01163	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01164	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01165	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01166	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01168	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01170	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01174	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01175	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01176	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01177	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01178	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01179	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01180	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01181	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01182	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01183	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01184	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01185	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01186	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01187	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01188	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01189	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01191	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01192	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01193	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01194	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01195	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01196	1	0	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0
PSCT_01197	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01198	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01199	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01200	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01201	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01202	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01203	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1
PSCT_01204	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01205	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
PSCT_01206	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01207	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01208	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01209	1	0	0	1	2	1	2	0	2	2	1	0	2	0	1	2	0
PSCT_01210	1	0	0	1	2	1	2	0	2	2	1	0	2	0	1	2	0
PSCT_01211	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01212	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01213	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0
PSCT_01214	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01215	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01216	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01217	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01218	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01219	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01220	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	1
PSCT_01221	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01222	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01223	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01224	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01225	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01226	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01227	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01228	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01229	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0
PSCT_01230	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01231	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01232	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01233	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01234	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01235	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01236	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01237	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0
PSCT_01238	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
PSCT_01239	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01240	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01241	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0
PSCT_01242	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01243	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01244	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01245	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_01246	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01247	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01248	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0
PSCT_01249	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
PSCT_01250	3	0	0	0	0	3	1	0	0	1	0	0	3	0	0	0	1
PSCT_01251	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
PSCT_01252	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01253	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01254	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01255	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01256	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01257	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01258	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01259	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01260	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01261	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01262	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01263	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01264	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01265	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01266	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01267	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01268	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01269	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01270	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01271	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01272	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01273	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
PSCT_01274	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0
PSCT_01275	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01276	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01277	1	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01278	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0
PSCT_01279	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01280	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01281	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PSCT_01282	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
PSCT_01283	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
PSCT_01284	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0
PSCT_01285	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01286	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01287	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01288	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01289	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01290	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01291	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01292	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01293	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01294	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01295	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0
PSCT_01296	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01297	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01298	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01299	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0
PSCT_01300	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01301	1	0	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01302	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01303	2	0	1	1	2	0	1	0	1	1	1	0	2	0	3	1	0
PSCT_01304	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01305	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
PSCT_01306	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01307	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01308	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0
PSCT_01309	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01310	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01311	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01312	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01313	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01314	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01315	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01316	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01317	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01318	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01319	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PSCT_01320	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0
PSCT_01321	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01322	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01323	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01324	1	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0
PSCT_01325	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01326	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01327	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01328	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01329	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01330	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_01331	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01332	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0
PSCT_01333	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01334	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01335	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01336	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01337	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01338	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01339	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01340	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01341	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01342	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01343	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01344	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01345	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
PSCT_01346	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01347	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01348	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01349	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0
PSCT_01350	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01351	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01352	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
PSCT_01353	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01354	1	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0
PSCT_01355	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1
